oktmo,name,year,parks
3655000,Туапсинский муниципальный район,2012,1.0
3655000,Туапсинский муниципальный район,2013,1.0
3655000,Туапсинский муниципальный район,2014,1.0
3655000,Туапсинский муниципальный район,2015,1.0
3655000,Туапсинский муниципальный район,2016,1.0
3655000,Туапсинский муниципальный район,2017,1.0
3655101,Туапсинское,2008,1.0
3655101,Туапсинское,2009,1.0
3655101,Туапсинское,2010,1.0
3655101,Туапсинское,2011,1.0
3655101,Туапсинское,2012,1.0
3655101,Туапсинское,2013,1.0
3655101,Туапсинское,2014,1.0
3655101,Туапсинское,2015,1.0
3655101,Туапсинское,2016,1.0
3655101,Туапсинское,2017,1.0
3656000,Успенский муниципальный район,2007,2.0
3656000,Успенский муниципальный район,2008,2.0
3656000,Успенский муниципальный район,2009,2.0
3656000,Успенский муниципальный район,2010,2.0
3656000,Успенский муниципальный район,2011,2.0
3656000,Успенский муниципальный район,2012,2.0
3656000,Успенский муниципальный район,2013,2.0
3656000,Успенский муниципальный район,2014,4.0
3656000,Успенский муниципальный район,2015,4.0
3656000,Успенский муниципальный район,2016,4.0
3656000,Успенский муниципальный район,2017,4.0
3656416,Маламинское,2014,1.0
3656416,Маламинское,2015,1.0
3656416,Маламинское,2016,1.0
3656416,Маламинское,2017,1.0
3656443,Успенское,2007,2.0
3656443,Успенское,2008,2.0
3656443,Успенское,2009,2.0
3656443,Успенское,2010,2.0
3656443,Успенское,2011,2.0
3656443,Успенское,2012,2.0
3656443,Успенское,2013,2.0
3656443,Успенское,2014,3.0
3656443,Успенское,2015,3.0
3656443,Успенское,2016,3.0
3656443,Успенское,2017,3.0
3659000,Щербиновский муниципальный район,2007,1.0
3659000,Щербиновский муниципальный район,2008,1.0
3659000,Щербиновский муниципальный район,2009,1.0
3659000,Щербиновский муниципальный район,2010,1.0
3659000,Щербиновский муниципальный район,2011,1.0
3659000,Щербиновский муниципальный район,2012,1.0
3659000,Щербиновский муниципальный район,2013,1.0
3659000,Щербиновский муниципальный район,2014,1.0
3659000,Щербиновский муниципальный район,2015,1.0
3659000,Щербиновский муниципальный район,2016,1.0
3659000,Щербиновский муниципальный район,2017,1.0
3659413,Старощербиновское,2007,1.0
3659413,Старощербиновское,2008,1.0
3659413,Старощербиновское,2009,1.0
3659413,Старощербиновское,2010,1.0
3659413,Старощербиновское,2011,1.0
3659413,Старощербиновское,2012,1.0
3659413,Старощербиновское,2013,1.0
3659413,Старощербиновское,2014,1.0
3659413,Старощербиновское,2015,1.0
3659413,Старощербиновское,2016,1.0
3659413,Старощербиновское,2017,1.0
3701000,город Краснодар,2007,4.0
3701000,город Краснодар,2008,4.0
3701000,город Краснодар,2009,3.0
3701000,город Краснодар,2010,3.0
3701000,город Краснодар,2011,3.0
3701000,город Краснодар,2012,3.0
3701000,город Краснодар,2013,3.0
3701000,город Краснодар,2014,2.0
3701000,город Краснодар,2015,2.0
3701000,город Краснодар,2016,2.0
3701000,город Краснодар,2017,1.0
3703000,город-курорт Анапа,2007,1.0
3703000,город-курорт Анапа,2008,1.0
3703000,город-курорт Анапа,2009,1.0
3703000,город-курорт Анапа,2010,1.0
3703000,город-курорт Анапа,2011,1.0
3703000,город-курорт Анапа,2012,1.0
3703000,город-курорт Анапа,2013,1.0
3703000,город-курорт Анапа,2014,1.0
3703000,город-курорт Анапа,2015,1.0
3703000,город-курорт Анапа,2016,1.0
3703000,город-курорт Анапа,2017,1.0
3705000,город Армавир,2007,1.0
3705000,город Армавир,2008,1.0
3705000,город Армавир,2009,1.0
3705000,город Армавир,2010,1.0
3705000,город Армавир,2011,1.0
3705000,город Армавир,2012,1.0
3705000,город Армавир,2013,1.0
3705000,город Армавир,2014,1.0
3705000,город Армавир,2015,1.0
3705000,город Армавир,2016,1.0
3705000,город Армавир,2017,1.0
3708000,город-курорт Геленджик,2007,3.0
3708000,город-курорт Геленджик,2008,3.0
3708000,город-курорт Геленджик,2009,3.0
3708000,город-курорт Геленджик,2010,3.0
3708000,город-курорт Геленджик,2011,3.0
3708000,город-курорт Геленджик,2012,3.0
3708000,город-курорт Геленджик,2013,3.0
3708000,город-курорт Геленджик,2014,3.0
3708000,город-курорт Геленджик,2015,3.0
3708000,город-курорт Геленджик,2016,3.0
3708000,город-курорт Геленджик,2017,3.0
3709000,город Горячий Ключ,2007,1.0
3709000,город Горячий Ключ,2008,1.0
3709000,город Горячий Ключ,2009,1.0
3709000,город Горячий Ключ,2010,1.0
