oktmo,name,year,docsnum
22633101,Город Княгинино,2008,21.0
22633101,Город Княгинино,2009,22.0
22633101,Город Княгинино,2010,23.0
22633101,Город Княгинино,2011,23.0
22633101,Город Княгинино,2012,24.0
22633101,Город Княгинино,2013,24.0
22633408,Белкинский сельсовет,2010,0.0
22633416,Возрожденский сельсовет,2010,0.0
22633428,Соловьевский сельсовет,2010,0.0
22634000,Ковернинский муниципальный район,2008,30.0
22634000,Ковернинский муниципальный район,2009,29.0
22634000,Ковернинский муниципальный район,2010,31.0
22634000,Ковернинский муниципальный район,2011,36.0
22634000,Ковернинский муниципальный район,2012,33.0
22634000,Ковернинский муниципальный район,2013,33.0
22634151,рабочий поселок Ковернино,2008,26.0
22634151,рабочий поселок Ковернино,2009,25.0
22634151,рабочий поселок Ковернино,2010,26.0
22634151,рабочий поселок Ковернино,2011,31.0
22634151,рабочий поселок Ковернино,2012,29.0
22634151,рабочий поселок Ковернино,2013,30.0
22634416,Белбажский сельсовет,2008,1.0
22634418,Гавриловский сельсовет,2009,1.0
22634418,Гавриловский сельсовет,2010,2.0
22634418,Гавриловский сельсовет,2011,1.0
22634418,Гавриловский сельсовет,2012,1.0
22634418,Гавриловский сельсовет,2013,1.0
22634420,Горевский сельсовет,2009,1.0
22634420,Горевский сельсовет,2010,1.0
22634420,Горевский сельсовет,2011,1.0
22634420,Горевский сельсовет,2012,1.0
22634420,Горевский сельсовет,2013,1.0
22634436,Скоробогатовский сельсовет,2009,1.0
22634436,Скоробогатовский сельсовет,2011,1.0
22634436,Скоробогатовский сельсовет,2012,1.0
22634436,Скоробогатовский сельсовет,2013,1.0
22634452,Хохломский сельсовет,2008,3.0
22634452,Хохломский сельсовет,2009,1.0
22634452,Хохломский сельсовет,2010,2.0
22634452,Хохломский сельсовет,2011,2.0
22634452,Хохломский сельсовет,2012,1.0
22635000,Краснобаковский муниципальный район,2008,35.0
22635000,Краснобаковский муниципальный район,2009,33.0
22635000,Краснобаковский муниципальный район,2010,34.0
22635000,Краснобаковский муниципальный район,2011,40.0
22635000,Краснобаковский муниципальный район,2012,47.0
22635000,Краснобаковский муниципальный район,2013,49.0
22635151,рабочий поселок Красные Баки,2008,25.0
22635151,рабочий поселок Красные Баки,2009,23.0
22635151,рабочий поселок Красные Баки,2010,22.0
22635151,рабочий поселок Красные Баки,2011,22.0
22635151,рабочий поселок Красные Баки,2012,24.0
22635151,рабочий поселок Красные Баки,2013,28.0
22635154,рабочий поселок Ветлужский,2008,2.0
22635154,рабочий поселок Ветлужский,2009,2.0
22635154,рабочий поселок Ветлужский,2010,2.0
22635154,рабочий поселок Ветлужский,2011,2.0
22635154,рабочий поселок Ветлужский,2012,3.0
22635154,рабочий поселок Ветлужский,2013,2.0
22635430,Прудовский сельсовет,2008,8.0
22635430,Прудовский сельсовет,2009,8.0
22635430,Прудовский сельсовет,2010,10.0
22635430,Прудовский сельсовет,2011,16.0
22635430,Прудовский сельсовет,2012,20.0
22635430,Прудовский сельсовет,2013,19.0
22636000,Краснооктябрьский муниципальный район,2008,25.0
22636000,Краснооктябрьский муниципальный район,2009,23.0
22636000,Краснооктябрьский муниципальный район,2010,23.0
22636000,Краснооктябрьский муниципальный район,2011,28.0
22636000,Краснооктябрьский муниципальный район,2012,26.0
22636000,Краснооктябрьский муниципальный район,2013,25.0
22636408,Большерыбушкинский сельсовет,2011,0.0
22636412,Ендовищинский сельсовет,2011,2.0
22636424,Ключищинский сельсовет,2011,0.0
